Name,Scaffold_SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,NumValenceElectrons,NumRadicalElectrons,QED
Thiotepa,S=P(N1CC1)(N1CC1)N1CC1,189.224,0.158,0.0,1.0,9.03,3.0,0.0,3.0,3.0,5.0,62.0,0.0,0.461
Thiothixene,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21,322.477,3.878,1.0,3.0,15.27,3.0,2.0,2.0,1.0,3.0,118.0,0.0,0.788
Tiaprofenic acid,O=C(c1ccccc1)c1cccs1,188.251,2.979,0.0,2.0,17.07,2.0,2.0,0.0,0.0,2.0,64.0,0.0,0.662
Ticarcillin,O=C(Cc1ccsc1)NC1C(=O)N2CCSC12,268.363,0.691,1.0,4.0,49.41,3.0,1.0,2.0,2.0,6.0,90.0,0.0,0.821
Ticlopidine,c1ccc(CN2CCc3sccc3C2)cc1,229.348,3.306,0.0,2.0,3.24,2.0,2.0,1.0,0.0,2.0,82.0,0.0,0.763
Tiludronate,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Timolol,c1nsnc1N1CCOCC1,171.225,0.375,0.0,5.0,38.25,1.0,1.0,1.0,1.0,5.0,60.0,0.0,0.612
Tinidazole,c1c[nH]cn1,68.079,0.41,1.0,1.0,28.68,0.0,1.0,0.0,0.0,2.0,26.0,0.0,0.468
Tiotropium,O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,348.469,1.729,1.0,5.0,55.44,4.0,2.0,3.0,3.0,6.0,120.0,0.0,0.676
Tirofiban,c1ccc(OCCCCC2CCNCC2)cc1,233.355,3.235,1.0,2.0,21.26,6.0,1.0,1.0,1.0,2.0,94.0,0.0,0.762
Tizanidine,c1cc(NC2=NCCN2)c2nsnc2c1,219.273,1.062,2.0,6.0,62.2,1.0,2.0,1.0,0.0,6.0,76.0,0.0,0.753
Tocainide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Tofisopam,C1=NN=C(c2ccccc2)c2ccccc2C1,220.275,3.066,0.0,2.0,24.72,1.0,2.0,1.0,0.0,2.0,82.0,0.0,0.705
Tolazamide,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,297.38,1.465,2.0,4.0,78.51,3.0,1.0,1.0,1.0,7.0,110.0,0.0,0.885
Tolazoline,c1ccc(CC2=NCCN2)cc1,160.22,1.231,1.0,2.0,24.39,2.0,1.0,1.0,0.0,2.0,62.0,0.0,0.691
Tolbutamide,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Tolcapone,O=C(c1ccccc1)c1ccccc1,182.222,2.918,0.0,1.0,17.07,2.0,2.0,0.0,0.0,1.0,68.0,0.0,0.652
Tolmetin,O=C(c1ccccc1)c1ccc[nH]1,171.199,2.246,1.0,1.0,32.86,2.0,2.0,0.0,0.0,2.0,64.0,0.0,0.69
Tolnaftate,S=C(Nc1ccccc1)Oc1ccc2ccccc2c1,279.364,4.616,1.0,2.0,21.26,2.0,3.0,0.0,0.0,3.0,98.0,0.0,0.692
Topiramate,C1OC2COC3OCOC3C2O1,174.152,-0.543,0.0,5.0,46.15,0.0,0.0,3.0,3.0,5.0,68.0,0.0,0.493
Topotecan,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,304.305,2.024,0.0,5.0,61.19,0.0,3.0,2.0,0.0,5.0,112.0,0.0,0.466
Torasemide,c1ccc(Nc2ccncc2)cc1,170.215,2.825,1.0,2.0,24.92,2.0,2.0,0.0,0.0,2.0,64.0,0.0,0.749
Tramadol,c1ccc(C2CCCCC2)cc1,160.26,3.734,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,64.0,0.0,0.587
Trandolapril,O=C(CNCCCc1ccccc1)N1CCC2CCCCC21,300.446,3.0,1.0,2.0,32.34,6.0,1.0,2.0,2.0,3.0,120.0,0.0,0.819
Tranexamic Acid,C1CCCCC1,84.162,2.341,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.422
Tranylcypromine,c1ccc(C2CC2)cc1,118.179,2.564,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,46.0,0.0,0.531
Trazodone,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,337.427,1.708,0.0,6.0,45.78,5.0,3.0,1.0,1.0,6.0,130.0,0.0,0.711
Treprostinil,c1ccc2c(c1)CC1CCCC1C2,172.271,3.202,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,68.0,0.0,0.563
Triamcinolone,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,242.362,3.904,0.0,1.0,17.07,0.0,0.0,4.0,3.0,1.0,96.0,0.0,0.629
Triamterene,c1ccc(-c2cnc3ncncc3n2)cc1,208.224,2.087,0.0,4.0,51.56,1.0,3.0,0.0,0.0,4.0,76.0,0.0,0.614
Triazolam,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,260.3,2.618,0.0,4.0,43.07,1.0,3.0,1.0,0.0,4.0,96.0,0.0,0.675
Trichlormethiazide,O=S1(=O)NCNc2ccccc21,184.22,0.348,2.0,3.0,58.2,0.0,1.0,1.0,0.0,5.0,64.0,0.0,0.611
Tridihexethyl,c1ccc(CC2CCCCC2)cc1,174.287,3.809,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,70.0,0.0,0.639
Trifluoperazine,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,325.481,3.585,1.0,4.0,18.51,4.0,2.0,2.0,1.0,4.0,120.0,0.0,0.925
Trifluridine,O=c1ccn(C2CCCO2)c(=O)[nH]1,182.179,-0.154,1.0,4.0,64.09,1.0,1.0,1.0,1.0,5.0,70.0,0.0,0.656
Trihexyphenidyl,c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,285.475,5.227,0.0,1.0,3.24,5.0,1.0,2.0,2.0,1.0,116.0,0.0,0.716
Trilostane,C1=CC2OC23CCC2C4CCCC4CCC2C3C1,244.378,3.936,0.0,1.0,12.53,0.0,0.0,5.0,4.0,1.0,98.0,0.0,0.464
Trimeprazine,c1ccc2c(c1)Nc1ccccc1S2,199.278,3.895,1.0,2.0,12.03,0.0,2.0,1.0,0.0,2.0,68.0,0.0,0.589
Trimethadione,O=C1COC(=O)N1,101.061,-0.747,1.0,3.0,55.4,0.0,0.0,1.0,1.0,4.0,38.0,0.0,0.437
Trimethaphan,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,365.522,3.656,0.0,1.0,23.55,4.0,2.0,3.0,3.0,4.0,134.0,0.0,0.599
Trimethobenzamide,O=C(NCc1ccccc1)c1ccccc1,211.264,2.617,1.0,1.0,29.1,3.0,2.0,0.0,0.0,2.0,80.0,0.0,0.83
Trimethoprim,c1ccc(Cc2cncnc2)cc1,170.215,2.067,0.0,2.0,25.78,2.0,2.0,0.0,0.0,2.0,64.0,0.0,0.689
Trimetrexate,c1ccc(NCc2ccc3ncncc3c2)cc1,235.29,3.242,1.0,3.0,37.81,3.0,3.0,0.0,0.0,3.0,88.0,0.0,0.757
Trimipramine,c1ccc2c(c1)CCc1ccccc1N2,195.265,3.529,1.0,1.0,12.03,0.0,2.0,1.0,0.0,1.0,74.0,0.0,0.678
Trioxsalen,O=c1ccc2cc3ccoc3cc2o1,186.166,2.539,0.0,3.0,43.35,0.0,3.0,0.0,0.0,3.0,68.0,0.0,0.506
Tripelennamine,c1ccc(CNc2ccccn2)cc1,184.242,2.694,1.0,2.0,24.92,3.0,2.0,0.0,0.0,2.0,70.0,0.0,0.793
Triprolidine,C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,264.372,3.609,0.0,2.0,16.13,4.0,2.0,1.0,1.0,2.0,102.0,0.0,0.838
Tropicamide,O=C(Cc1ccccc1)NCc1ccncc1,226.279,1.94,1.0,2.0,41.99,4.0,2.0,0.0,0.0,3.0,86.0,0.0,0.865
Trospium,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1,376.52,4.666,0.0,2.0,26.3,4.0,2.0,3.0,3.0,3.0,146.0,0.0,0.573
Trovafloxacin,O=c1ccn(-c2ccccc2)c2nc(N3CC4CC4C3)ccc12,303.365,2.842,0.0,4.0,38.13,2.0,3.0,2.0,2.0,4.0,114.0,0.0,0.73
Tymazoline,c1ccc(OCC2=NCCN2)cc1,176.219,1.067,1.0,3.0,33.62,3.0,1.0,1.0,0.0,3.0,68.0,0.0,0.747
Uracil mustard,O=c1cc[nH]c(=O)[nH]1,112.088,-0.937,2.0,2.0,65.72,0.0,1.0,0.0,0.0,4.0,42.0,0.0,0.455
Ursodeoxycholic acid,C1CCC2C(C1)CCC1C3CCCC3CCC21,232.411,5.029,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,96.0,0.0,0.549
Valaciclovir,O=c1nc[nH]c2[nH]cnc12,136.114,-0.354,2.0,3.0,74.43,0.0,2.0,0.0,0.0,5.0,50.0,0.0,0.519
Valproic Acid,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Valsartan,c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,222.251,2.534,1.0,3.0,54.46,2.0,3.0,0.0,0.0,4.0,82.0,0.0,0.724
Vardenafil,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,360.399,-0.321,2.0,7.0,112.46,3.0,3.0,1.0,1.0,10.0,130.0,0.0,0.662
Varenicline,c1cnc2cc3c(cc2n1)C1CNCC3C1,211.268,1.804,1.0,3.0,37.81,0.0,2.0,2.0,1.0,3.0,80.0,0.0,0.722
Venlafaxine,c1ccc(CC2CCCCC2)cc1,174.287,3.809,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,70.0,0.0,0.639
Vidarabine,c1ncc2ncn(C3CCCO3)c2n1,190.206,1.135,0.0,5.0,52.83,1.0,2.0,1.0,1.0,5.0,72.0,0.0,0.676
Vigabatrin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Vilazodone,c1ccc2c(CCCCN3CCN(c4ccc5occc5c4)CC3)c[nH]c2c1,373.5,5.059,1.0,3.0,35.41,6.0,4.0,1.0,1.0,4.0,144.0,0.0,0.48
Vildagliptin,O=C(CNC12CC3CC(CC(C3)C1)C2)N1CCCC1,262.397,2.167,1.0,2.0,32.34,3.0,0.0,5.0,5.0,3.0,106.0,0.0,0.845
Vismodegib,O=C(Nc1cccc(-c2ccccn2)c1)c1ccccc1,274.323,4.001,1.0,2.0,41.99,3.0,3.0,0.0,0.0,3.0,102.0,0.0,0.784
Vitamin C,O=C1C=CCO1,84.074,0.099,0.0,2.0,26.3,0.0,0.0,1.0,0.0,2.0,32.0,0.0,0.389
Voriconazole,c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1,265.32,2.095,0.0,5.0,56.49,5.0,3.0,0.0,0.0,5.0,100.0,0.0,0.709
Vorinostat,c1ccccc1,78.114,1.687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.443
Warfarin,O=c1oc2ccccc2cc1Cc1ccccc1,236.27,3.384,0.0,2.0,30.21,2.0,3.0,0.0,0.0,2.0,88.0,0.0,0.638
Ximelagatran,O=C(NCc1ccccc1)C1CCN1C(=O)CC1CCCCC1,314.429,2.874,1.0,2.0,49.41,5.0,1.0,2.0,2.0,4.0,124.0,0.0,0.908
Xylometazoline,c1ccc(CC2=NCCN2)cc1,160.22,1.231,1.0,2.0,24.39,2.0,1.0,1.0,0.0,2.0,62.0,0.0,0.691
Yohimbine,c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3,280.415,4.277,1.0,1.0,19.03,0.0,2.0,3.0,2.0,2.0,110.0,0.0,0.763
Zalcitabine,O=c1ncccn1C1CCCO1,166.18,0.552,0.0,4.0,44.12,1.0,1.0,1.0,1.0,4.0,64.0,0.0,0.612
Zaleplon,c1ccc(-c2ccnc3ccnn23)cc1,195.225,2.396,0.0,3.0,30.19,1.0,3.0,0.0,0.0,3.0,72.0,0.0,0.596
Zidovudine,O=c1ccn(C2CCCO2)c(=O)[nH]1,182.179,-0.154,1.0,4.0,64.09,1.0,1.0,1.0,1.0,5.0,70.0,0.0,0.656
Zileuton,c1ccc2sccc2c1,134.203,2.901,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,44.0,0.0,0.519
Zinc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339
Ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1,378.501,3.156,1.0,5.0,48.47,4.0,3.0,2.0,1.0,6.0,138.0,0.0,0.758
Zolmitriptan,O=C1NC(Cc2ccc3[nH]ccc3c2)CO1,216.24,1.819,2.0,2.0,54.12,2.0,2.0,1.0,1.0,4.0,82.0,0.0,0.804
Zolpidem,c1ccc(-c2cn3ccccc3n2)cc1,194.237,3.001,0.0,2.0,17.3,1.0,3.0,0.0,0.0,2.0,72.0,0.0,0.582
Zonisamide,c1ccc2oncc2c1,119.123,1.828,0.0,2.0,26.03,0.0,2.0,0.0,0.0,2.0,44.0,0.0,0.528
Zopiclone,O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,340.343,0.572,1.0,7.0,100.55,2.0,2.0,2.0,1.0,9.0,128.0,0.0,0.853
Zuclopenthixol,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21,322.477,3.878,1.0,3.0,15.27,3.0,2.0,2.0,1.0,3.0,118.0,0.0,0.788
